,Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
852,2022,March,Cardinia,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,52,43.193071704,43.193071704
853,2022,March,Cardinia,Cardinia,B Property and deception offences,B10 Arson,B11 Cause damage by fire,33,27.410987812,27.410987812
854,2022,March,Cardinia,Cardinia,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,0.830635994,0.830635994
855,2022,March,Cardinia,Cardinia,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,4.983815966,4.983815966
856,2022,March,Cardinia,Cardinia,B Property and deception offences,B20 Property damage,B21 Criminal damage,434,360.496021529,360.496021529
857,2022,March,Cardinia,Cardinia,B Property and deception offences,B20 Property damage,B22 Graffiti,37,30.733531789,30.733531789
858,2022,March,Cardinia,Cardinia,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,4.153179972,4.153179972
859,2022,March,Cardinia,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,50,41.531799715,41.531799715
860,2022,March,Cardinia,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,0.830635994,0.830635994
861,2022,March,Cardinia,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.830635994,0.830635994
862,2022,March,Cardinia,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,161,133.732395083,133.732395083
863,2022,March,Cardinia,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,175,145.361299003,145.361299003
864,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,117,97.184411334,97.184411334
865,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,507,421.132449113,421.132449113
866,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B43 Steal from a retail store,229,190.215642696,190.215642696
867,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,40,33.225439772,33.225439772
868,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,45,37.378619744,37.378619744
869,2022,March,Cardinia,Cardinia,B Property and deception offences,B40 Theft,B49 Other theft,354,294.045141984,294.045141984
870,2022,March,Cardinia,Cardinia,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,31,25.749715823,25.749715823
871,2022,March,Cardinia,Cardinia,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,215,178.586738776,178.586738776
872,2022,March,Cardinia,Cardinia,B Property and deception offences,B50 Deception,B54 State false information,7,5.81445196,5.81445196
873,2022,March,Cardinia,Cardinia,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.830635994,0.830635994
874,2022,March,Cardinia,Cardinia,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.830635994,0.830635994
875,2022,March,Cardinia,Cardinia,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,17,14.120811903,14.120811903
876,2022,March,Cardinia,Cardinia,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,9,7.475723949,7.475723949
877,2022,March,Cardinia,Cardinia,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,7,5.81445196,5.81445196
878,2022,March,Cardinia,Cardinia,C Drug offences,C30 Drug use and possession,C31 Drug use,2,1.661271989,1.661271989
879,2022,March,Cardinia,Cardinia,C Drug offences,C30 Drug use and possession,C32 Drug possession,107,88.878051391,88.878051391
880,2022,March,Cardinia,Cardinia,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,37,30.733531789,30.733531789
881,2022,March,Cardinia,Cardinia,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,77,63.958971562,63.958971562
882,2022,March,Cardinia,Cardinia,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,3.322543977,3.322543977
883,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,9,7.475723949,7.475723949
884,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,29,24.088443835,24.088443835
885,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,16,13.290175909,13.290175909
886,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,2.491907983,2.491907983
887,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,8,6.645087954,6.645087954
888,2022,March,Cardinia,Cardinia,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.830635994,0.830635994
889,2022,March,Cardinia,Cardinia,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,2.491907983,2.491907983
890,2022,March,Cardinia,Cardinia,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.830635994,0.830635994
891,2022,March,Cardinia,Cardinia,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,27,22.427171846,22.427171846
892,2022,March,Cardinia,Cardinia,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,0.830635994,0.830635994
893,2022,March,Cardinia,Cardinia,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,111,92.200595368,92.200595368
894,2022,March,Cardinia,Cardinia,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,2.491907983,2.491907983
895,2022,March,Cardinia,Cardinia,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,4,3.322543977,3.322543977
896,2022,March,Cardinia,Cardinia,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,365,303.182137921,303.182137921
897,2022,March,Cardinia,Cardinia,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,46,38.209255738,38.209255738
